weapon_used	weapon_result	charge	location_major_comm	location_comm	date_of_occurrence	time_of_occurrance	disposition	status	towncode	day_occur	armedrob	burglary	aggassault	simpleassault	sexual	domestic_phys	domestic_verbal	land	land_violent	mob	riot	murder	other	year	month
"NIL"	"NIL"	"PROPERTY THEFT"	"PAYNESVILLE"	"SOUL CLINIC COMMUNITY"	"7/15/2017"	"09:00 AM - 12:00 PM"	"PENDING"	"COMPLETED"	5014	"2017-07-15"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	7
"NIL"	"NIL"	"PROPERTY THEFT"	"PAYNESVILLE"	"SOUL CLINIC COMMUNITY"	"7/17/2017"	"09:00 AM - 12:00 PM"	"PENDING"	"COMPLETED"	5014	"2017-07-17"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	7
"NIL"	"NIL"	"SIMPLE ASSAULT"	"PAYNESVILLE"	"ZUBAH TOWN COMMUNITY"	"7/8/2017"	"09:00 AM - 12:00 PM"	"WITHDRAWN"	"COMPLETED"	5008	"2017-07-08"	0	0	0	1	0	0	0	0	0	0	0	0	0	2017	7
"NIL"	"NIL"	"AGGRAVATED ASSAULT"	"CONGO TOWN"	"PEACE ISLAND COMMUNITY"	"7/2/2017"	"09:00 PM - 00:00 AM"	"PENDING"	"COMPLETED"	3000	"2017-07-02"	0	0	1	0	0	0	0	0	0	0	0	0	0	2017	7
"NIL"	"NIL"	"PROPERTY THEFT"	"SINKOR"	"TARR TOWN COMMUNITY"	"6/25/2017"	"00:00 AM - 03:00 AM"	"PENDING"	"COMPLETED"	3005	"2017-06-25"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	6
"NIL"	"NIL"	"CRIMINAL MISCHIEF"	"CONGO TOWN"	"PEACE ISLAND COMMUNITY"	"7/8/2017"	"12:00 PM - 03:00 PM"	"PENDING"	"COMPLETED"	3000	"2017-07-08"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	7
"NIL"	"NIL"	"BURGLARY"	"CONGO TOWN"	"PEACE ISLAND COMMUNITY"	"7/17/2017"	"12:00 PM - 03:00 PM"	"PENDING"	"COMPLETED"	3000	"2017-07-17"	0	1	0	0	0	0	0	0	0	0	0	0	0	2017	7
"NIL"	"NIL"	"MISAPPLICATION OF ENTRUSTED PROPERTY"	"CONGO TOWN"	"PEACE ISLAND COMMUNITY"	"7/17/2017"	"03:00 PM - 06:00 PM"	"PENDING"	"COMPLETED"	3000	"2017-07-17"	0	1	0	0	0	0	0	0	0	0	0	0	0	2017	7
"NIL"	"NIL"	"PROPERTY THEFT"	"PAYNESVILLE"	"NEEZOE COMMUNITY"	"6/24/2017"	"12:00 PM - 03:00 PM"	"WITHDRAWN"	"COMPLETED"	9018	"2017-06-24"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	6
"NIL"	"NIL"	"AGGRAVATED ASSAULT"	"PAYNESVILLE"	"PEACE ISLAND COMMUNITY"	"7/1/2017"	"12:00 PM - 03:00 PM"	"WITHDRAWN"	"COMPLETED"	9029	"2017-07-01"	0	0	1	0	0	0	0	0	0	0	0	0	0	2017	7
"NIL"	"NIL"	"PROPERTY THEFT"	"PAYNESVILLE"	"NEYKE TOWN COMMUNITY"	"7/5/2017"	"03:00 PM - 06:00 PM"	"WITHDRAWN"	"COMPLETED"	9028	"2017-07-05"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	7
"NIL"	"NIL"	"INTERFERING WITH CHILD WELFARE"	"PAYNESVILLE"	"NEEZOE COMMUNITY"	"7/5/2017"	"03:00 PM - 06:00 PM"	"PENDING"	"COMPLETED"	9018	"2017-07-05"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	7
"NIL"	"NIL"	"PROPERTY THEFT"	"PAYNESVILLE"	"72ND COMMUNITY"	"7/5/2017"	"09:00 PM - 00:00 AM"	"WITHDRAWN"	"COMPLETED"	9012	"2017-07-05"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	7
"NIL"	"NIL"	"ROBBERY"	"PAYNESVILLE"	"72ND COMMUNITY"	"7/6/2017"	"06:00 AM - 09:00 AM"	"WITHDRAWN"	"COMPLETED"	9012	"2017-07-06"	0	1	0	0	0	0	0	0	0	0	0	0	0	2017	7
"NIL"	"NIL"	"SIMPLE ASSAULT"	"PAYNESVILLE"	"NEEZOE COMMUNITY"	"7/7/2017"	"06:00 PM - 09:00 PM"	"WITHDRAWN"	"COMPLETED"	9018	"2017-07-07"	0	0	0	1	0	0	0	0	0	0	0	0	0	2017	7
"NIL"	"NIL"	"CRIMINAL MISCHIEF"	"PAYNESVILLE"	"REHAB COMMUNITY"	"6/29/2017"	"03:00 PM - 06:00 PM"	"COURT"	"COMPLETED"	8006	"2017-06-29"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	6
"NIL"	"NIL"	"SIMPLE ASSAULT"	"PAYNESVILLE"	"REHAB COMMUNITY"	"7/17/2017"	"12:00 PM - 03:00 PM"	"WITHDRAWN"	"COMPLETED"	8006	"2017-07-17"	0	0	0	1	0	0	0	0	0	0	0	0	0	2017	7
"NIL"	"NIL"	"SIMPLE ASSAULT"	"PAYNESVILLE"	"THINKERVILLAGE COMMUNITY"	"6/18/2017"	"09:00 AM - 12:00 PM"	"WITHDRAWN"	"COMPLETED"	8013	"2017-06-18"	0	0	0	1	0	0	0	0	0	0	0	0	0	2017	6
"NIL"	"NIL"	"AGGRAVATED ASSAULT"	"PAYNESVILLE"	"THINKERVILLAGE COMMUNITY"	"6/16/2017"	"12:00 PM - 03:00 PM"	"COURT"	"COMPLETED"	8013	"2017-06-16"	0	0	1	0	0	0	0	0	0	0	0	0	0	2017	6
"NIL"	"NIL"	"PROPERTY THEFT"	"PAYNESVILLE"	"THINKERVILLAGE COMMUNITY"	"6/30/2017"	"12:00 PM - 03:00 PM"	"WITHDRAWN"	"COMPLETED"	8013	"2017-06-30"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	6
"NIL"	"NIL"	"PROPERTY THEFT"	"PAYNESVILLE"	"THINKERVILLAGE COMMUNITY"	"7/1/2017"	"06:00 AM - 09:00 AM"	"WITHDRAWN"	"COMPLETED"	8013	"2017-07-01"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	7
"NIL"	"NIL"	"PROPERTY THEFT"	"PAYNESVILLE"	"THINKERVILLAGE COMMUNITY"	"7/1/2017"	"06:00 AM - 09:00 AM"	"WITHDRAWN"	"COMPLETED"	8013	"2017-07-01"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	7
"NIL"	"NIL"	"PROPERTY THEFT"	"PAYNESVILLE"	"THINKERVILLAGE COMMUNITY"	"7/1/2017"	"06:00 AM - 09:00 AM"	"WITHDRAWN"	"COMPLETED"	8013	"2017-07-01"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	7
"NIL"	"NIL"	"CRIMINAL COERCION"	"PAYNESVILLE"	"THINKERVILLAGE COMMUNITY"	"7/14/2017"	"03:00 PM - 06:00 PM"	"WITHDRAWN"	"COMPLETED"	8013	"2017-07-14"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	7
"NIL"	"NIL"	"AGGRAVATED ASSAULT"	"BUSHROD ISLAND"	"CLARA TOWN COMMUNITY"	"7/1/2017"	"12:00 PM - 03:00 PM"	"COURT"	"COMPLETED"	10002	"2017-07-01"	0	0	1	0	0	0	0	0	0	0	0	0	0	2017	7
"NIL"	"NIL"	"AGGRAVATED ASSAULT"	"BUSHROD ISLAND"	"CLARA TOWN COMMUNITY"	"7/2/2017"	"06:00 PM - 09:00 PM"	"COURT"	"COMPLETED"	10002	"2017-07-02"	0	0	1	0	0	0	0	0	0	0	0	0	0	2017	7
"NIL"	"NIL"	"CRIMINAL MISCHIEF"	"BUSHROD ISLAND"	"DOE COMMUNITY"	"7/3/2017"	"09:00 PM - 00:00 AM"	"WITHDRAWN"	"COMPLETED"	10004	"2017-07-03"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	7
"NIL"	"NIL"	"CRIMINAL MISCHIEF"	"BUSHROD ISLAND"	"DOE COMMUNITY"	"7/4/2017"	"09:00 PM - 00:00 AM"	"PENDING"	"COMPLETED"	10004	"2017-07-04"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	7
"NIL"	"NIL"	"SIMPLE ASSAULT"	"BUSHROD ISLAND"	"DOE COMMUNITY"	"7/5/2017"	"09:00 AM - 12:00 PM"	"COURT"	"COMPLETED"	10004	"2017-07-05"	0	0	0	1	0	0	0	0	0	0	0	0	0	2017	7
"NIL"	"NIL"	"SIMPLE ASSAULT"	"BUSHROD ISLAND"	"CLARA TOWN COMMUNITY"	"7/7/2017"	"06:00 AM - 09:00 AM"	"WITHDRAWN"	"COMPLETED"	10002	"2017-07-07"	0	0	0	1	0	0	0	0	0	0	0	0	0	2017	7
"NIL"	"NIL"	"AGGRAVATED ASSAULT"	"BUSHROD ISLAND"	"JAMAICA ROAD COMMUNITY"	"7/8/2017"	"12:00 PM - 03:00 PM"	"COURT"	"COMPLETED"	10020	"2017-07-08"	0	0	1	0	0	0	0	0	0	0	0	0	0	2017	7
"NIL"	"NIL"	"RAPE"	"BUSHROD ISLAND"	"CLARA TOWN COMMUNITY"	"7/9/2017"	"09:00 AM - 12:00 PM"	"COURT"	"COMPLETED"	10002	"2017-07-09"	0	0	0	0	1	0	0	0	0	0	0	0	0	2017	7
"NIL"	"NIL"	"SIMPLE ASSAULT"	"BUSHROD ISLAND"	"CLARA TOWN COMMUNITY"	"7/10/2017"	"09:00 AM - 12:00 PM"	"WITHDRAWN"	"COMPLETED"	10002	"2017-07-10"	0	0	0	1	0	0	0	0	0	0	0	0	0	2017	7
"NIL"	"NIL"	"PROPERTY THEFT"	"BUSHROD ISLAND"	"JAMAICA ROAD COMMUNITY"	"7/11/2017"	"09:00 AM - 12:00 PM"	"COURT"	"COMPLETED"	10020	"2017-07-11"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	7
"NIL"	"NIL"	"PROPERTY THEFT"	"BUSHROD ISLAND"	"JAMAICA ROAD COMMUNITY"	"7/12/2017"	"09:00 AM - 12:00 PM"	"COURT"	"COMPLETED"	10020	"2017-07-12"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	7
"NIL"	"NIL"	"PROPERTY THEFT"	"BUSHROD ISLAND"	"DOE COMMUNITY"	"7/14/2017"	"09:00 PM - 00:00 AM"	"COURT"	"COMPLETED"	10004	"2017-07-14"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	7
"NIL"	"NIL"	"PROPERTY THEFT"	"BUSHROD ISLAND"	"DOE COMMUNITY"	"7/15/2017"	"09:00 PM - 00:00 AM"	"PENDING"	"COMPLETED"	10004	"2017-07-15"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	7
"NIL"	"NIL"	"PROPERTY THEFT"	"BUSHROD ISLAND"	"DOE COMMUNITY"	"7/17/2017"	"09:00 AM - 12:00 PM"	"COURT"	"COMPLETED"	10004	"2017-07-17"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	7
"NIL"	"NIL"	"DISORDERLY CONDUCT"	"BUSHROD ISLAND"	"DOE COMMUNITY"	"7/21/2017"	"09:00 AM - 12:00 PM"	"WITHDRAWN"	"COMPLETED"	10004	"2017-07-21"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	7
"NIL"	"NIL"	"DISORDERLY CONDUCT"	"BUSHROD ISLAND"	"DOE COMMUNITY"	"7/22/2017"	"09:00 AM - 12:00 PM"	"WITHDRAWN"	"COMPLETED"	10004	"2017-07-22"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	7
"NIL"	"NIL"	"DISORDERLY CONDUCT"	"BUSHROD ISLAND"	"DOE COMMUNITY"	"7/23/2017"	"09:00 AM - 12:00 PM"	"WITHDRAWN"	"COMPLETED"	10004	"2017-07-23"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	7
"NIL"	"NIL"	"CRIMINAL MISCHIEF"	"BUSHROD ISLAND"	"CLARA TOWN COMMUNITY"	"7/2/2017"	"03:00 PM - 06:00 PM"	"PENDING"	"COMPLETED"	10002	"2017-07-02"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	7
"NIL"	"NIL"	"DISORDERLY CONDUCT"	"BUSHROD ISLAND"	"CLARA TOWN COMMUNITY"	"7/3/2017"	"06:00 PM - 09:00 PM"	"WITHDRAWN"	"COMPLETED"	10002	"2017-07-03"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	7
"NIL"	"NIL"	"DISORDERLY CONDUCT"	"BUSHROD ISLAND"	"CLARA TOWN COMMUNITY"	"7/4/2017"	"12:00 PM - 03:00 PM"	"WITHDRAWN"	"COMPLETED"	10002	"2017-07-04"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	7
"NIL"	"NIL"	"SIMPLE ASSAULT"	"BUSHROD ISLAND"	"JAMAICA ROAD COMMUNITY"	"7/5/2017"	"09:00 PM - 00:00 AM"	"WITHDRAWN"	"COMPLETED"	10020	"2017-07-05"	0	0	0	1	0	0	0	0	0	0	0	0	0	2017	7
"NIL"	"NIL"	"MISAPPLICATION OF ENTRUSTED PROPERTY"	"BUSHROD ISLAND"	"POINT FOUR COMMUNITY"	"7/3/2017"	"06:00 AM - 09:00 AM"	"COURT"	"COMPLETED"	1001	"2017-07-03"	0	1	0	0	0	0	0	0	0	0	0	0	0	2017	7
"NIL"	"NIL"	"HOMICIDE"	"SINKOR"	"PEACE ISLAND COMMUNITY"	"7/13/2017"	"03:00 AM - 06:00 AM"	"PENDING"	"COMPLETED"	3000	"2017-07-13"	0	0	0	0	0	0	0	0	0	0	0	1	0	2017	7
"NIL"	"NIL"	"RAPE"	"PAYNESVILLE"	"THINKERVILLAGE COMMUNITY"	"7/4/2017"	"06:00 AM - 09:00 AM"	"PENDING"	"COMPLETED"	8013	"2017-07-04"	0	0	0	0	1	0	0	0	0	0	0	0	0	2017	7
"NIL"	"NIL"	"SIMPLE ASSAULT"	"CENTRAL MONROVIA"	"UN DRIVE COMMUNITY"	"7/4/2017"	"09:00 AM - 12:00 PM"	"WITHDRAWN"	"COMPLETED"	2001	"2017-07-04"	0	0	0	1	0	0	0	0	0	0	0	0	0	2017	7
"NIL"	"NIL"	"DISORDERLY CONDUCT"	"CONGO TOWN"	"THUMBS UP COMMUNITY"	"7/5/2017"	"09:00 AM - 12:00 PM"	"WITHDRAWN"	"COMPLETED"	7007	"2017-07-05"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	7
"NIL"	"NIL"	"SIMPLE ASSAULT"	"BUSHROD ISLAND"	"LA-OY COMMUNITY"	"7/19/2017"	"03:00 PM - 06:00 PM"	"WITHDRAWN"	"COMPLETED"	7004	"2017-07-19"	0	0	0	1	0	0	0	0	0	0	0	0	0	2017	7
"NIL"	"NIL"	"PROPERTY THEFT"	"PAYNESVILLE"	"KPELLEH TOWN COMMUNITY"	"7/16/2017"	"NIL"	"WITHDRAWN"	"COMPLETED"	3019	"2017-07-16"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	7
"NIL"	"NIL"	"AGGRAVATED ASSAULT"	"BUSHROD ISLAND"	"CLARA TOWN COMMUNITY"	"7/1/2017"	"06:00 PM - 09:00 PM"	"WITHDRAWN"	"COMPLETED"	10002	"2017-07-01"	0	0	1	0	0	0	0	0	0	0	0	0	0	2017	7
"NIL"	"NIL"	"CRIMINAL MISCHIEF"	"BUSHROD ISLAND"	"CLARA TOWN COMMUNITY"	"7/3/2017"	"03:00 PM - 06:00 PM"	"PENDING"	"COMPLETED"	10002	"2017-07-03"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	7
"NIL"	"NIL"	"MISAPPLICATION OF ENTRUSTED PROPERTY"	"BUSHROD ISLAND"	"CLARA TOWN COMMUNITY"	"7/6/2017"	"12:00 PM - 03:00 PM"	"PENDING"	"COMPLETED"	10002	"2017-07-06"	0	1	0	0	0	0	0	0	0	0	0	0	0	2017	7
"KNIVES"	"NIL"	"ARMED ROBBERY"	"PAYNESVILLE"	"ROCK HILL COMMUNITY"	"6/20/2017"	"00:00 AM - 03:00 AM"	"COURT"	"COMPLETED"	2014	"2017-06-20"	1	0	0	0	0	0	0	0	0	0	0	0	0	2017	6
"SINGLE BARREL GUN"	"NIL"	"POSSESSION & SALE OF PHYSICAL OBJECTS FOR LETHAL USE"	"PAYNESVILLE"	"GSA ROAD COMMUNITY"	"7/10/2017"	"03:00 PM - 06:00 PM"	"COURT"	"COMPLETED"	5002	"2017-07-10"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	7
"SINGLE BARREL GUN"	"NIL"	"ARMED ROBBERY"	"PAYNESVILLE"	"SOUL CLINIC COMMUNITY"	"7/9/2017"	"03:00 AM - 06:00 AM"	"COURT"	"COMPLETED"	5014	"2017-07-09"	1	0	0	0	0	0	0	0	0	0	0	0	0	2017	7
"SINGLE BARREL GUN"	"NIL"	"ARMED ROBBERY"	"PAYNESVILLE"	"NEW HOPE COMMUNITY"	"7/25/2017"	"00:00 AM - 03:00 AM"	"PENDING"	"COMPLETED"	9003	"2017-07-25"	1	0	0	0	0	0	0	0	0	0	0	0	0	2017	7
"NIL"	"NIL"	"CRIMINAL MISCHIEF"	"PAYNESVILLE"	"72ND COMMUNITY"	"7/3/2017"	"09:00 AM - 12:00 PM"	"COURT"	"COMPLETED "	9012	"2017-07-03"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	7
"NIL"	"NIL"	"AGGRAVATED ASSAULT"	"PAYNESVILLE"	"PEACE ISLAND COMMUNITY"	"7/9/2017"	"06:00 PM - 09:00 PM"	"WITHDRAWN "	"COMPLETED "	9029	"2017-07-09"	0	0	1	0	0	0	0	0	0	0	0	0	0	2017	7
"NIL"	"NIL"	"SIMPLE ASSAULT"	"BUSHROD ISLAND"	"DOE COMMUNITY"	"7/14/2017"	"00:00 AM - 03:00 AM"	"WITHDRAWN "	"COMPLETED "	10004	"2017-07-14"	0	0	0	1	0	0	0	0	0	0	0	0	0	2017	7
"NIL"	"NIL"	"PROPERTY THEFT"	"BUSHROD ISLAND"	"CLARA TOWN COMMUNITY"	"7/4/2017"	"03:00 PM - 06:00 PM"	"WITHDRAWN "	"COMPLETED "	10002	"2017-07-04"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	7
"NIL"	"NIL"	"PROPERTY THEFT"	"BUSHROD ISLAND"	"DOE COMMUNITY"	"7/19/2017"	"09:00 PM - 00:00 AM"	"PENDING "	"COMPLETED "	10004	"2017-07-19"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	7
"NIL"	"NIL"	"BURGLARY"	"PAYNESVILLE"	"ZUBAH TOWN COMMUNITY"	"6/2/2017"	"00:00 AM - 03:00 AM"	"COURT"	"COMPLETED "	5008	"2017-06-02"	0	1	0	0	0	0	0	0	0	0	0	0	0	2017	6
"NIL"	"NIL"	"AGGRAVATED ASSAULT"	"PAYNESVILLE"	"ZUBAH TOWN COMMUNITY"	"6/23/2017"	"06:00 AM - 09:00 AM"	"COURT"	"COMPLETED "	5008	"2017-06-23"	0	0	1	0	0	0	0	0	0	0	0	0	0	2017	6
"NIL"	"NIL"	"MISAPPLICATION OF ENTRUSTED PROPERTY"	"PAYNESVILLE"	"GSA ROAD COMMUNITY"	"7/4/2017"	"06:00 AM - 09:00 AM"	"COURT"	"COMPLETED "	5002	"2017-07-04"	0	1	0	0	0	0	0	0	0	0	0	0	0	2017	7
"NIL"	"NIL"	"AGGRAVATED ASSAULT"	"BUSHROD ISLAND"	"POINT FOUR COMMUNITY"	"7/3/2017"	"12:00 PM - 03:00 PM"	"COURT"	"COMPLETED "	1001	"2017-07-03"	0	0	1	0	0	0	0	0	0	0	0	0	0	2017	7
"NIL"	"NIL"	"AGGRAVATED ASSAULT"	"BUSHROD ISLAND"	"POINT FOUR COMMUNITY"	"7/6/2017"	"06:00 PM - 09:00 PM"	"COURT"	"COMPLETED "	1001	"2017-07-06"	0	0	1	0	0	0	0	0	0	0	0	0	0	2017	7
"NIL"	"NIL"	"AGGRAVATED ASSAULT"	"PAYNESVILLE"	"ELWA COMMUNITY"	"6/12/2017"	"06:00 AM - 09:00 AM"	"COURT"	"COMPLETED "	8005	"2017-06-12"	0	0	1	0	0	0	0	0	0	0	0	0	0	2017	6
"NIL"	"NIL"	"PROPERTY THEFT"	"PAYNESVILLE"	"ELWA COMMUNITY"	"6/16/2017"	"06:00 PM - 09:00 PM"	"WITHDRAWN "	"COMPLETED "	8005	"2017-06-16"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	6
"NIL"	"NIL"	"PROPERTY THEFT"	"PAYNESVILLE"	"REHAB COMMUNITY"	"6/17/2017"	"09:00 AM - 12:00 PM"	"WITHDRAWN "	"COMPLETED "	8006	"2017-06-17"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	6
"NIL"	"NIL"	"PROPERTY THEFT"	"PAYNESVILLE"	"THINKER VILLAGE COMMUNITY"	"6/21/2017"	"09:00 AM - 12:00 PM"	"WITHDRAWN "	"COMPLETED "	8013	"2017-06-21"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	6
"NIL"	"NIL"	"PROPERTY THEFT"	"PAYNESVILLE"	"REHAB COMMUNITY"	"6/27/2017"	"09:00 AM - 12:00 PM"	"COURT"	"COMPLETED "	8006	"2017-06-27"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	6
"NIL"	"NIL"	"AGGRAVATED ASSAULT"	"PAYNESVILLE"	"ELWA COMMUNITY"	"7/13/2017"	"06:00 AM - 09:00 AM"	"COURT"	"COMPLETED "	8005	"2017-07-13"	0	0	1	0	0	0	0	0	0	0	0	0	0	2017	7
"NIL"	"NIL"	"PROPERTY THEFT"	"PAYNESVILLE"	"THINKER VILLAGE COMMUNITY"	"7/15/2017"	"NIL"	"PENDING "	"COMPLETED "	8013	"2017-07-15"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	7
"NIL"	"NIL"	"PROPERTY THEFT"	"CENTRAL MONROVIA"	"CARY STREET COMMUNITY"	"6/17/2017"	"06:00 PM - 09:00 PM"	"WITHDRAWN "	"COMPLETED "	2010	"2017-06-17"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	6
"NIL"	"NIL"	"AGGRAVATED ASSAULT"	"BUSHROD ISLAND"	"DUALA COMMUNITY"	"7/5/2017"	"06:00 PM - 09:00 PM"	"WITHDRAWN "	"COMPLETED "	1014	"2017-07-05"	0	0	1	0	0	0	0	0	0	0	0	0	0	2017	7
"NIL"	"NIL"	"SIMPLE ASSAULT"	"CENTRAL MONROVIA"	"ROCK TOWN COMMUNITY"	"6/26/2017"	"12:00 PM - 03:00 PM"	"WITHDRAWN "	"COMPLETED "	2001	"2017-06-26"	0	0	0	1	0	0	0	0	0	0	0	0	0	2017	6
"NIL"	"NIL"	"PROPERTY THEFT"	"CENTRAL MONROVIA"	"ROCK TOWN COMMUNITY"	"7/10/2017"	"03:00 PM - 06:00 PM"	"WITHDRAWN "	"COMPLETED "	2001	"2017-07-10"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	7
"NIL"	"NIL"	"PROPERTY THEFT"	"CENTRAL MONROVIA"	"CAREY STREET COMMUNITY"	"7/15/2017"	"09:00 AM - 12:00 PM"	"WITHDRAWN "	"COMPLETED "	2010	"2017-07-15"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	7
"NIL"	"NIL"	"PROPERTY THEFT"	"CENTRAL MONROVIA"	"UN DRIVE COMMUNITY"	"6/28/2017"	"06:00 PM - 09:00 PM"	"PENDING "	"COMPLETED "	2001	"2017-06-28"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	6
"NIL"	"NIL"	"PROPERTY THEFT"	"BUSHROD ISLAND"	"KPELLE TOWN COMMUNITY"	"6/27/2017"	"06:00 PM - 09:00 PM"	"WITHDRAWN "	"COMPLETED "	3019	"2017-06-27"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	6
"NIL"	"NIL"	"PROPERTY THEFT"	"BUSHROD ISLAND"	"CLARA TOWN COMMUNITY"	"7/17/2017"	"03:00 PM - 06:00 PM"	"PENDING "	"COMPLETED "	10002	"2017-07-17"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	7
"NIL"	"NIL"	"PROPERTY THEFT"	"PAYNESVILLE"	"PLANK FIELD COMMUNITY"	"7/2/2017"	"09:00 AM - 12:00 PM"	"WITHDRAWN "	"COMPLETED "	4024	"2017-07-02"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	7
"NIL"	"NIL"	"PROPERTY THEFT"	"PAYNESVILLE"	"72ND COMMUNITY"	"7/5/2017"	"06:00 AM - 09:00 AM"	"WITHDRAWN "	"COMPLETED "	9012	"2017-07-05"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	7
"NIL"	"NIL"	"PROPERTY THEFT"	"CENTRAL MONROVIA"	"BASSA TOWN COMMUNITY"	"                              7/23/2017     "	"03:00 PM - 06:00 PM"	"WITHDRAWN "	"COMPLETED "	10020	"2017-07-23"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	7
"NIL"	"NIL"	"SIMPLE ASSAULT"	"BUSHROD ISLAND"	"JAMAICA ROAD COMMUNITY"	"7/12/2017"	"12:00 PM - 03:00 PM"	"WITHDRAWN "	"COMPLETED "	10020	"2017-07-12"	0	0	0	1	0	0	0	0	0	0	0	0	0	2017	7
"NIL"	"NIL"	"PROPERTY THEFT"	"BUSHROD ISLAND"	"JAMAICA ROAD COMMUNITY"	"7/15/2017"	"06:00 PM - 09:00 PM"	"WITHDRAWN "	"COMPLETED "	10020	"2017-07-15"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	7
"NIL"	"NIL"	"PROPERTY THEFT"	"BUSHROD ISLAND"	"JAMAICA ROAD COMMUNITY"	"7/17/2017"	"12:00 PM - 03:00 PM"	"COURT"	"COMPLETED "	10020	"2017-07-17"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	7
"NIL"	"NIL"	"AUTO THEFT"	"CENTRAL MONROVIA"	"CAREY & NEWPORT STREET COMMUNITIES"	"7/3/2017"	"12:00 PM - 03:00 PM"	"PENDING "	"COMPLETED "	2010	"2017-07-03"	0	1	0	0	0	0	0	0	0	0	0	0	0	2017	7
"NIL"	"NIL"	"MISAPPLICATION OF ENTRUSTED PROPERTY"	"BUSHROD ISLAND"	"NEW GEORGIA "	"7/30/2017"	"09:00 AM - 12:00 PM "	"COURT "	"COMPLETED"	4020	"2017-07-30"	0	1	0	0	0	0	0	0	0	0	0	0	0	2017	7
"NIL"	"NIL"	"BURGLARY"	"BUSHROD ISLAND"	"NEW GEORGIA "	"8/4/2017"	"12:00 PM - 03:00 PM"	"WITHDRAWN"	"COMPLETED"	4020	"2017-08-04"	0	1	0	0	0	0	0	0	0	0	0	0	0	2017	8
"NIL"	"NIL"	"ROBBERY"	"BUSHROD ISLAND"	"NEW GEORGIA "	"7/28/2017"	"09:00 PM - 00:00 AM"	"COURT "	"COMPLETED"	4020	"2017-07-28"	0	1	0	0	0	0	0	0	0	0	0	0	0	2017	7
"NIL"	"NIL"	"ROBBERY"	"BUSHROD ISLAND"	"NEW GEORGIA "	"7/28/2017"	"09:00 PM - 00:00 AM"	"COURT "	"COMPLETED"	4020	"2017-07-28"	0	1	0	0	0	0	0	0	0	0	0	0	0	2017	7
"NIL"	"NIL"	"ROBBERY"	"BUSHROD ISLAND"	"NEW GEORGIA "	"7/28/2017"	"09:00 PM - 00:00 AM"	"COURT "	"COMPLETED"	4020	"2017-07-28"	0	1	0	0	0	0	0	0	0	0	0	0	0	2017	7
